Id,SalePrice
171,90531.20740997774
2401,454336.88070356206
805,214972.29171818725
2259,217192.13815472095
1748,166782.80181547455
1361,141395.42237762202
1677,130303.25661275399
1406,141746.975445042
2322,223602.50856215417
688,160637.275114816
143,140700.11683505037
804,197398.09227414665
1214,157366.30327606623
2828,138062.85667139367
1999,170048.8992671252
2467,200761.28198857073
2665,159084.2464760885
1538,371381.42448345746
398,109401.42858223445
2822,133286.58492486586
2157,144491.69482277022
1856,188445.02415937113
1269,109529.44364869544
2570,125790.48506138616
2320,230206.69133803216
1517,100192.7708944678
2304,116193.67161612734
1312,95612.3022681789
2012,136466.37772419528
506,224328.49123259523
2865,202248.45358551003
2367,118219.64401020473
554,95085.92107099683
238,135366.85246639978
1954,115670.5093152701
2488,142664.7237686181
2291,104701.65445027051
1969,103788.77213782805
2725,148933.65322617473
1482,144523.17978051532
2763,190995.53665970193
503,246397.2597044203
1584,224321.75807050618
1531,165379.36220047137
2210,150880.92256663716
459,369607.18817204214
556,123719.58524853567
1347,163147.1159166249
1290,104687.07756504284
1388,117890.29025762517
1571,183373.9125603781
2754,208877.70724170195
765,112972.342111689
2494,123598.55370019302
2870,190400.80971146954
7,234214.6210158198
1114,224999.6434973402
2418,282084.3227871993
291,141103.96756883585
18,373479.26586939255
39,376007.13546747563
1001,271158.45622253796
2442,231897.07805651714
616,132600.58278045073
2680,67482.40593346133
1414,132435.10748974455
289,156462.0552962197
40,280095.30331864237
860,129921.82843924216
409,132620.79819955962
673,142305.19421411253
2427,189742.85459074297
2036,195237.10220108126
2564,136172.59883709895
642,184196.03303728937
1008,178935.46942917418
1908,148855.4145748965
2519,191985.22538185047
1369,94385.13371349493
2855,181181.81951204006
712,108405.44780723513
1943,106562.38735292685
1958,136497.38031669444
107,166433.14093702714
2295,150511.478919397
704,94569.50933800268
676,119792.56809586746
259,178962.0664822331
93,300360.72049681726
106,230537.59002891637
2315,170222.44848446868
1050,115253.89029437647
1095,181871.20642853397
2709,129052.58197853144
758,122658.44838540819
1496,140121.65426461067
2370,130308.19412937513
2458,261827.1812876727
2733,128085.52549213626
161,265963.18086462625
726,160898.6085581773
845,211403.61375638243
947,232462.68571224966
2232,86359.27445065777
2563,134648.5779417372
2299,125841.21966448675
211,84059.18661354276
605,181952.41329461912
1478,205405.96312026665
2247,244001.5412954279
2274,185324.97180794957
2869,189457.82588744344
967,217529.61679647033
2656,110114.49169194477
667,221142.95266389745
1042,119532.91407922388
2023,138072.6817235986
2447,422151.1937919369
2055,124949.86129606949
2275,282610.77735048765
2204,179549.43858925469
1563,245299.80831751708
483,213962.40363338808
796,132905.63719398185
1526,163974.1547043331
2042,126783.08067094002
442,346321.8746745485
1693,345647.5207050287
1468,210253.05596029255
1430,182186.9161099643
2605,136208.4293857014
1529,168549.8310629673
335,115501.49962902018
1287,129669.49829166498
31,113308.32466889109
1785,275998.2936849087
82,158741.0025652667
2620,139749.33031708488
252,194475.30541524276
721,84149.68678025536
2165,189995.91579086354
2316,158058.82551124596
775,118615.71606483076
1558,111097.28747615534
17,197209.36537561947
1022,243794.2875469461
925,134241.13720543665
438,288836.42684134474
1270,146624.38094076994
1272,123625.20277740956
215,125207.87740824532
266,209714.64087054998
2402,277713.74231927475
1250,127997.59736708296
1984,120645.50451855903
1279,140435.0401874824
377,267035.207939102
1252,135059.12759150262
2156,255168.45199962438
499,317016.09302957804
1374,123727.06220988855
2898,250284.21572758554
401,109401.42858223445
2721,163773.86734372325
2078,254852.91101793325
2589,125275.90402974159
1946,240742.16881156745
1334,130332.23920304811
2781,226935.4703906889
431,440363.0833181758
576,204662.9157108916
1474,198484.2707139994
2254,138813.07023571432
2155,277268.0580331497
885,97226.58378812752
643,136412.12430636765
1944,128134.74360909632
480,189987.49519249494
2845,91400.94401674878
2387,318232.4055619386
2407,226625.0168516907
2527,157949.20113844317
2514,157907.45016252884
629,163911.8857257407
80,204171.80747184218
1876,134629.0215993821
1546,127691.26209502954
2518,173744.33970124705
2347,152222.95166272146
783,188943.99441249552
1322,69621.04526914356
194,75886.24405757494
1770,291060.45837874716
2143,146399.55978774614
1229,189168.93293251944
511,265142.42077672965
46,225814.78064780484
1348,169184.4795594464
2465,198967.35228661506
387,227487.25268287183
873,205563.51617377877
1918,114578.0623702217
2764,229052.4156628889
2184,113374.4109730819
934,140621.02082741985
1920,125403.29579460509
2631,137585.76438921725
1768,798554.0084516384
2040,121797.67609178313
1749,208249.5996267673
834,219214.5870654309
1457,242132.16261852405
79,126771.71504680057
2302,111857.3456019437
1817,135924.80566854597
2755,247482.6965953845
359,166091.09353870866
2059,115601.61551198206
2092,231391.38295593564
2516,241399.86593014078
150,114497.62202803881
1656,149309.2167800361
83,109586.98799563931
2411,187837.77329862543
795,69600.54723560315
2312,234494.07653827663
2917,113917.15705368313
1624,181919.88731173926
2215,311816.50805695297
1211,142738.41289681493
1485,144493.06359133736
1024,170476.66046753523
570,175895.36552378078
2874,142354.10397486904
700,154501.2261494707
2756,229735.13894060996
2022,183830.93457743817
583,212769.24922647703
2392,361854.8085718131
2424,201626.68697429405
212,101352.19060878818
736,111897.18762907144
1610,156885.7474707228
890,121664.06274075167
467,165532.50115471377
578,256786.42962952092
1747,171363.7343865818
1149,172054.50047240246
2758,241465.77208713093
857,123834.99769455107
2219,287356.2807327624
733,85119.03861705012
2909,116672.09551618739
1798,256239.5009096194
235,112108.12465049405
2366,138815.7217540676
1027,137125.96543769637
1195,122049.86891118578
1303,60991.937196822444
148,167063.9747875827
608,143167.20022302403
2515,187536.78010535805
821,274924.8536808959
2500,298786.8037794207
745,120715.62314991625
741,143953.82445523416
1611,126255.50243775392
2532,122334.89129751294
1081,211647.27157369757
1692,475837.5652637511
2520,187784.29117091306
276,108552.12362552443
1992,120668.71657733148
663,58076.302482747386
418,134793.1373638596
1733,183569.08649065747
2359,152321.55330125635
253,190920.00523405962
1518,150367.75186818032
2035,133835.69412643026
2919,100965.57200423184
1540,225832.1223381303
2120,140273.3569946465
1674,170072.51861401912
256,147695.9886522287
2361,105363.6974176994
978,94838.73687590088
2280,131180.10578561432
2095,215776.4903866956
1709,308614.4579718366
2801,231606.69524741962
1246,117127.39739233427
2373,118705.41264838492
1055,286176.5598832965
2017,132668.68113907523
1099,275578.3912408694
1344,73606.93399912026
835,181535.00552850094
1117,233670.08903214728
2043,92795.1703420028
2085,123517.0684428796
410,149067.33707903983
2650,127053.45457642947
2867,169692.03437729692
1668,119099.51262858415
1161,170758.53887909066
2122,171935.75203898558
2539,134524.4537261846
1047,139459.90570672686
1445,127710.6846796055
541,142364.16989011204
569,230325.32261623454
1276,135587.70055256382
918,150103.6040734812
326,149908.20352947747
1936,125599.70934838623
895,103767.7278585395
257,132069.09904825065
1241,170496.6966090544
1545,109339.02635140768
1189,176429.29745431192
270,144493.06359133736
2066,190474.23688206016
693,119422.99777807019
1259,137775.97802148576
2916,139117.09546053567
2321,289163.8450599087
1977,80734.13309675579
1895,151470.2714984447
1240,151997.52213831598
85,144322.07937246055
1823,113042.4154482145
825,270520.79554556526
110,215402.64229368142
697,111414.16014917128
2297,107192.25643720798
1231,132809.22124018558
1355,117497.46698091288
968,323880.7694383272
584,226919.7045719712
1315,117083.05464872738
1606,119983.48296127496
206,99521.42308047795
1685,360554.63580172195
2016,134193.62344372502
869,212324.9825310389
2135,126776.74518156538
2346,163283.08213313328
2430,224510.57082110626
2198,101165.46079511697
2652,121063.37624796666
27,109584.79227902011
241,159671.77286416004
906,125367.66318184577
1506,103562.79584858514
2098,362277.33173316467
1435,207004.00981721963
2213,124112.07022797294
1274,142651.04932881973
743,52857.82529376891
1737,206418.72283230006
2797,259789.6106402927
2185,68924.49479648279
58,158317.8872792459
830,192197.86474763197
808,136920.58162185774
680,153864.1074089674
1153,100230.18454983961
1291,131163.27578902448
1818,163446.1947128648
2161,192901.54343351684
1883,128306.87385054972
350,382442.0720541591
2473,164241.15266029348
295,181691.7069810654
293,208723.2137015037
859,123972.11659406144
288,78511.266666389
1578,131345.27638003993
102,166400.13081021042
2831,170420.42383151926
1030,178108.95613754046
2551,136303.31570336065
1286,129709.78625258975
958,300415.32854846853
776,117673.22638679408
72,194302.21505834482
2263,259509.32538393882
1866,149195.15747840758
2876,77215.01470934892
2146,267462.24551951606
103,177387.24880455353
1500,131113.6706226753
492,168428.03052778597
167,135341.65540174374
2597,121610.72905400318
2685,120411.27167336264
1035,138867.88961442542
1220,70835.21126562997
2602,149283.7798172638
2159,206636.16424822542
695,122431.986161666
1109,253631.88009382068
640,168917.51964410127
1652,149343.55912387575
2090,171134.58125372036
1188,204910.98469842263
2345,235053.24408960674
1059,444333.8581179821
2751,248475.58861400047
128,192439.6264979803
1523,169752.55714197137
2925,140006.34636953386
2145,305205.2225404829
1121,233020.27193311392
566,311809.1235178349
565,220233.5237715519
1331,128292.79998812292
2928,115050.27078230049
156,129964.62137844836
797,142504.00374215769
327,104701.65445027051
2859,131514.4435832149
1453,119555.79329599078
1762,360828.1620895981
1868,210185.6330980412
1760,169297.45617782115
1113,250060.4827700841
1812,187654.69640044676
117,163379.0345495797
1142,206600.1597530124
2342,368339.6675773533
927,139631.61237343808
2478,182689.85172645134
655,92421.8968706213
2064,125865.62248760849
369,230481.03249331005
2239,130243.3794239102
2732,207609.2924104401
1653,168869.79474575192
959,210745.54745560215
2395,363218.5913670735
1412,95255.33039117718
271,249816.4164763633
1484,144443.7960907538
1497,130134.76821873596
552,160745.83281678054
2,122819.84158722051
1855,322510.96740948694
4,281293.61473472504
2292,140132.45687262458
134,136666.79071329968
646,110285.31757703303
42,325024.84755327454
532,221212.94410870902
713,105046.19029961925
2561,127872.14135970586
2360,127550.39913474835
1333,112307.13774536664
1407,203385.1350128113
2892,264075.41019270645
574,220153.23701167078
1227,176409.3225017435
2591,210773.61031567695
1476,206518.89104942826
1125,242777.79660422358
1446,130518.55644411144
408,121392.51919888158
1101,287710.89823196933
2251,164098.6547213363
373,191660.41361760313
2554,122312.19213550874
2382,275542.15498528344
1985,92487.71464535849
519,225630.63235395713
1093,174862.60845249155
864,254382.78332896778
2889,135852.78373411336
2308,185396.53673212664
986,131316.89610659736
1302,142231.18127958532
585,152829.5135507619
2708,136143.65024206627
147,134173.18229005305
1441,213597.2296920017
383,174249.83498035517
285,145654.10077063888
181,130766.11585368104
358,152668.4773252827
780,179394.6960199913
258,185102.0022663804
1865,214906.67805577506
692,116274.19584200197
2902,318108.80454092805
508,268808.8498774023
2638,145557.40171151928
36,147175.11341643168
611,162191.17614885626
2281,119970.03004500412
1678,149321.21066570262
1696,517804.8193723351
1557,73313.67738728486
2180,131337.1264793912
1726,243672.83082394092
951,128811.28266438554
267,229666.320703961
2706,130091.19284593323
2221,215256.91868286373
1357,179854.37959527835
2901,299037.0424330142
347,168051.76383954682
2164,186884.55237086417
1586,288460.48241466423
360,168907.28717615892
1769,224486.3002125084
2617,155432.05598964018
1879,170843.27784701355
991,200234.94348909776
1535,132841.12929927543
1191,178277.27517905246
1579,204780.53773143937
1882,130299.34210521735
1510,129358.93638008079
2196,156278.22513021785
1845,167421.5423915074
2336,420007.0657417096
942,87176.66589960476
861,119574.20942826201
2555,113349.115423668
1392,146278.26539046215
2099,273302.9045713235
1543,123906.13404807793
948,237132.4991628316
1239,158955.5036485911
22,181613.97785301172
2796,240260.3244557986
2747,176923.6662205981
92,301153.21641249646
210,173258.67992885003
1858,206547.4411055998
2228,162273.66117929475
447,245660.04623945555
827,228074.22352027576
1649,208066.60561914672
682,136289.94801937754
2698,108872.15417463599
494,158519.15262037131
214,96656.54598912076
2441,256127.42642096005
2679,104348.6316582489
1336,120414.57466250836
465,178198.13351306928
1524,126155.32839082817
2543,119666.08523163674
631,130390.27359329283
2452,317617.05840696435
228,138929.67264655686
126,163278.58411272333
1092,225460.80050479074
1122,213001.6702827004
932,204164.5175360461
1980,93889.85220120465
2171,92520.96013224022
551,150852.98619736088
2768,174930.6128569146
2056,117660.58903868098
1159,405999.7287266259
2645,102947.92764582674
1174,175280.37532921412
2266,207886.36681395298
2462,438007.82949169265
1219,137284.29216697378
2922,191201.86673792647
118,138761.4696995492
474,179456.1395871672
2576,157521.05541343143
872,269518.55757021584
1077,233253.93221464637
1536,125430.47986835123
1150,122556.76409605591
2341,313375.0578263619
1931,144769.99307259868
2785,129502.49216379212
2538,124422.10390067166
597,214073.49651778248
464,203197.56099198
233,209962.77262509547
2169,119736.75033701154
2123,157223.72503180613
1867,167530.56059825156
137,248446.6217289764
515,222062.14520419933
933,123748.81545329331
2784,163088.78831203855
972,147281.2138334917
599,170625.5066638764
2614,133174.81270740982
2582,123648.55240225131
1409,142909.50751297793
175,101352.93499715245
352,228657.77970934295
976,101514.41982192092
2134,194754.5840043058
984,109004.05553870583
2396,362015.272386075
1673,129986.10491672232
404,129549.54927092716
607,156380.4478530774
814,159974.171303361
868,199009.06690697567
2271,184076.39980660277
1633,252341.05783874984
337,190230.21445728486
2765,150072.6381920225
1746,220091.35179356794
368,349410.34367020195
2806,204347.7995392566
1662,185178.01661145643
1234,189548.52267783464
1373,129990.32106691481
1672,108736.30279096424
1939,119382.29843641087
